target,browser,player,codec,platform,user,data_points,mean,stdev,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10
player,CHROME,*,sample.flv,*,*,900,87.88888888888889,2.7080128015453218,88.88888888888889,92.22222222222223,88.88888888888889,85.55555555555556,86.66666666666667,82.77777777777777,86.11111111111111,91.11111111111111,90.0,86.66666666666667
player,EDGE,*,sample.flv,*,*,600,84.58333333333334,2.1489661597046035,82.5,84.16666666666667,89.16666666666667,87.5,83.33333333333334,83.33333333333334,81.66666666666667,85.0,84.16666666666667,85.0
player,SAFARI,*,sample.flv,*,*,300,96.99999999999999,3.055050463303893,90.0,98.33333333333333,96.66666666666667,98.33333333333333,100.0,96.66666666666667,100.0,93.33333333333333,100.0,96.66666666666667
player,FIREFOX,*,sample.mkv,*,*,900,72.61111111111111,2.4222477062879584,72.77777777777777,73.33333333333333,75.0,73.88888888888889,66.11111111111111,71.11111111111111,72.77777777777777,75.0,73.33333333333333,72.77777777777777
player,CHROME,*,sample.mkv,*,*,900,78.66666666666667,2.9522956123525383,79.44444444444444,72.77777777777777,80.0,77.77777777777779,76.66666666666667,80.0,83.88888888888889,81.11111111111111,79.44444444444444,75.55555555555556
player,EDGE,*,sample.mkv,*,*,600,81.58333333333333,2.340761984198026,81.66666666666667,79.16666666666666,79.16666666666666,80.83333333333333,82.5,83.33333333333334,85.83333333333333,83.33333333333334,82.5,77.5
player,SAFARI,*,sample.mkv,*,*,300,99.66666666666666,0.6666666666666686,100.0,100.0,100.0,100.0,100.0,98.33333333333333,100.0,100.0,98.33333333333333,100.0
player,FIREFOX,*,sample.mp4,*,*,900,68.77777777777779,3.0102704853653477,67.22222222222223,65.55555555555556,70.0,68.33333333333333,68.88888888888889,62.77777777777778,71.11111111111111,71.66666666666667,73.88888888888889,68.33333333333333
player,CHROME,*,sample.mp4,*,*,900,84.5,1.8333333333333335,85.55555555555556,81.11111111111111,85.55555555555556,84.44444444444444,85.55555555555556,83.88888888888889,81.11111111111111,85.55555555555556,85.55555555555556,86.66666666666667
player,EDGE,*,sample.mp4,*,*,600,81.91666666666666,1.4930394055974126,80.0,80.83333333333333,80.83333333333333,82.5,84.16666666666667,81.66666666666667,81.66666666666667,84.16666666666667,80.0,83.33333333333334
player,SAFARI,*,sample.mp4,*,*,300,97.83333333333334,2.477678124553085,100.0,100.0,95.0,100.0,96.66666666666667,98.33333333333333,95.0,100.0,100.0,93.33333333333333
